Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Ish Smith,PG,29,DET,25,487,16.0,.512,.093,.141,1.3,10.8,5.9,32.1,1.1,1.1,11.4,22.1,0.7,0.4,1.0,.103,-0.8,-1.4,-2.2,0.0
J.R. Smith,SG,32,CLE,26,808,8.1,.521,.727,.068,1.6,9.1,5.5,9.3,1.6,0.1,11.0,13.1,0.3,0.4,0.6,.038,0.0,-1.1,-1.1,0.2
Jason Smith,C,31,WAS,9,81,4.5,.354,.464,.250,11.1,8.3,9.7,1.7,0.6,5.3,8.8,18.6,-0.1,0.1,-0.1,-0.031,-5.2,-1.0,-6.1,-0.1
Josh Smith,PF,32,NOP,3,12,3.6,.250,.000,.000,28.4,9.0,18.4,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.018,-6.0,-7.6,-13.6,0.0
Tony Snell,SG,26,MIL,23,729,10.8,.674,.590,.115,0.7,6.8,3.7,7.4,1.0,1.0,7.6,10.0,1.2,0.2,1.4,.093,1.5,-1.8,-0.3,0.3
Marreese Speights,C,30,ORL,21,241,13.4,.528,.672,.119,3.2,17.0,10.2,8.1,0.8,1.9,8.4,27.8,0.0,0.2,0.2,.033,0.4,-3.9,-3.5,-0.1
Nik Stauskas,SG,24,PHI,6,45,0.9,.410,.250,.500,0.0,2.3,1.2,2.7,4.2,0.0,45.0,8.2,-0.1,0.1,-0.1,-0.056,-7.0,2.2,-4.9,0.0
Lance Stephenson,SG,27,IND,26,557,12.2,.503,.312,.242,4.3,21.0,12.8,16.7,1.3,0.6,15.2,19.1,0.1,0.5,0.6,.053,-1.6,0.0,-1.6,0.1
Julyan Stone,SG,29,CHO,2,18,14.5,.750,1.000,.000,0.0,29.6,14.7,16.7,5.4,0.0,33.3,14.4,0.0,0.0,0.0,.132,-0.2,4.3,4.1,0.0
Caleb Swanigan,PF,20,POR,13,128,7.0,.405,.125,.325,10.4,20.1,15.3,10.5,1.5,1.9,19.4,19.3,-0.2,0.2,0.0,.002,-5.9,1.5,-4.4,-0.1
Jayson Tatum,SF,19,BOS,27,829,17.9,.652,.333,.422,3.0,16.8,10.0,6.9,1.6,2.1,10.3,17.7,2.0,1.5,3.5,.205,1.5,1.8,3.2,1.1
Isaiah Taylor,PG,23,ATL,17,276,11.7,.537,.235,.318,0.8,7.8,4.3,20.2,1.4,1.7,16.4,18.4,0.1,0.1,0.2,.035,-2.7,-1.9,-4.6,-0.2
Jeff Teague,PG,29,MIN,22,749,15.6,.552,.329,.296,1.1,8.8,4.9,32.0,2.4,0.9,19.6,20.1,0.9,0.4,1.3,.085,1.2,-1.5,-0.3,0.3
Mirza Teletovic,PF,32,MIL,10,159,14.1,.623,.789,.000,2.2,15.1,8.6,9.8,1.3,0.6,10.9,18.6,0.2,0.1,0.3,.095,2.3,-3.5,-1.2,0.0
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Garrett Temple,SG,31,SAC,24,614,9.5,.511,.539,.163,0.9,9.9,5.2,9.2,2.1,1.9,12.8,16.0,-0.1,0.3,0.2,.017,-1.6,-0.5,-2.1,0.0
Milos Teodosic,PG,30,LAC,2,32,8.7,.458,.583,.000,0.0,3.6,1.7,37.5,0.0,2.7,20.0,20.5,0.0,0.0,0.0,-0.014,-3.3,-7.1,-10.4,-0.1
Jason Terry,SG,40,MIL,10,111,5.8,.377,.632,.105,0.0,9.7,4.8,7.2,3.2,3.2,16.8,9.9,-0.2,0.1,0.0,-0.014,-4.6,1.4,-3.2,0.0
Daniel Theis,C,25,BOS,25,311,15.0,.602,.195,.305,12.3,23.9,18.2,6.6,1.8,5.1,24.4,17.6,0.2,0.7,0.9,.141,-2.7,3.8,1.1,0.2
Lance Thomas,PF,29,NYK,21,331,6.9,.497,.380,.304,5.7,13.3,9.6,4.1,0.8,0.0,12.7,13.5,0.1,0.2,0.3,.037,-2.1,-1.2,-3.3,-0.1
Klay Thompson,SG,27,GSW,27,901,18.5,.626,.463,.074,1.6,11.5,7.0,11.7,0.9,1.6,8.6,23.3,1.9,0.8,2.8,.147,3.3,-2.1,1.2,0.7
Tristan Thompson,C,26,CLE,8,173,10.2,.567,.000,.423,11.5,21.2,16.6,2.3,0.3,2.0,16.3,9.5,0.2,0.1,0.3,.084,-2.6,-1.0,-3.6,-0.1
Sindarius Thornwell,SG,23,LAC,23,369,7.3,.537,.325,.301,2.6,5.3,3.9,5.5,1.9,1.6,15.3,13.1,0.1,0.1,0.2,.023,-2.2,-0.8,-3.1,-0.1
Anthony Tolliver,PF,32,DET,22,412,11.5,.565,.786,.277,3.4,13.6,8.4,7.8,1.2,1.2,9.4,14.7,0.6,0.4,0.9,.110,0.7,-0.3,0.4,0.3
Karl-Anthony Towns,C,22,MIN,26,905,21.8,.615,.243,.291,8.8,30.0,19.3,7.6,0.9,3.3,11.6,23.0,2.4,0.9,3.3,.174,2.2,-0.1,2.0,0.9
P.J. Tucker,SF,32,HOU,23,623,9.2,.574,.718,.197,4.9,19.6,12.4,4.4,2.2,0.8,18.1,10.8,0.3,1.0,1.3,.103,-1.1,2.1,1.1,0.5
Evan Turner,SF,29,POR,24,623,7.8,.456,.223,.217,1.8,14.1,8.0,13.1,1.3,1.3,16.6,16.9,-0.5,0.9,0.3,.026,-4.3,1.4,-2.9,-0.1
Myles Turner,C,21,IND,19,556,17.2,.561,.226,.250,3.9,23.6,13.9,8.0,0.4,7.1,11.0,20.8,0.6,0.7,1.3,.114,-1.7,2.2,0.5,0.3
Ekpe Udoh,C,30,UTA,25,359,14.0,.535,.000,.392,9.4,8.6,9.0,11.3,2.2,8.3,14.3,8.8,0.6,0.7,1.2,.164,-1.0,6.5,5.4,0.7
Tyler Ulis,PG,22,PHO,26,615,9.8,.470,.207,.241,0.8,7.3,4.0,25.7,2.0,0.3,19.4,18.7,-0.4,0.1,-0.2,-0.017,-3.0,-2.6,-5.6,-0.6
Jonas Valanciunas,C,25,TOR,19,382,18.5,.604,.036,.319,13.8,27.0,20.6,5.1,0.8,2.4,15.6,21.5,0.8,0.5,1.3,.161,-0.8,-0.6,-1.4,0.1
Denzel Valentine,SG,24,CHI,24,698,11.4,.500,.552,.039,2.8,17.3,9.7,16.3,1.4,0.4,9.6,16.5,0.2,0.4,0.7,.047,-0.8,-0.3,-1.1,0.2
Fred VanVleet,PG,23,TOR,23,384,14.7,.517,.426,.184,1.3,9.5,5.5,25.8,2.4,1.1,12.5,19.2,0.5,0.4,0.9,.118,0.8,-0.7,0.1,0.2
Rashad Vaughn,SG,21,MIL,12,93,13.4,.548,.656,.125,1.3,9.0,5.1,9.7,1.6,1.9,2.9,17.3,0.1,0.1,0.2,.097,0.9,-3.3,-2.4,0.0
Noah Vonleh,PF,22,POR,17,369,12.6,.572,.000,.318,9.0,29.6,19.5,3.6,0.7,2.2,12.8,10.2,0.5,0.7,1.1,.147,-3.2,1.8,-1.4,0.1
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Nikola Vucevic,C,27,ORL,27,815,20.5,.558,.293,.111,6.1,26.5,16.4,17.1,1.5,3.0,10.7,24.3,1.2,1.0,2.2,.128,1.5,1.7,3.2,1.1
Dwyane Wade,SG,36,CLE,25,594,17.2,.522,.124,.310,3.5,13.7,8.8,25.7,2.0,3.1,15.1,24.3,0.5,0.6,1.1,.087,-1.3,0.6,-0.8,0.2
Dion Waiters,SG,26,MIA,22,685,11.1,.494,.438,.140,1.3,7.7,4.5,20.9,1.2,0.7,14.5,26.3,-0.6,0.4,-0.2,-0.011,-1.7,-2.2,-3.9,-0.3
Kemba Walker,PG,27,CHO,22,781,21.7,.576,.403,.398,1.8,9.3,5.5,30.3,1.1,0.6,9.3,26.3,2.5,0.6,3.1,.188,5.6,-1.5,4.2,1.2
John Wall,PG,27,WAS,16,550,21.9,.532,.234,.438,1.2,9.8,5.5,44.3,1.5,2.8,13.6,28.3,1.2,0.6,1.8,.153,3.3,-0.5,2.8,0.7
Taurean Waller-Prince,SF,23,ATL,24,740,11.7,.525,.357,.141,3.0,15.8,9.3,11.3,1.9,1.5,15.4,20.0,-0.2,0.5,0.3,.021,-1.9,0.2,-1.7,0.1
Derrick Walton,PG,22,MIA,4,12,7.3,.258,.333,.667,0.0,18.8,9.4,0.0,4.1,6.8,0.0,14.6,0.0,0.0,0.0,-0.041,-10.6,2.7,-8.0,0.0
T.J. Warren,SF,24,PHO,27,848,18.2,.535,.095,.249,6.7,12.8,9.7,6.7,1.3,1.8,7.1,24.6,1.2,0.3,1.5,.087,0.0,-2.2,-2.2,0.0
Briante Weber,PG,25,HOU,4,14,3.7,,,,0.0,23.8,12.0,8.8,3.4,0.0,100.0,3.1,0.0,0.0,0.0,.033,-7.2,5.8,-1.5,0.0
David West,C,37,GSW,25,308,24.5,.675,.053,.230,7.9,21.4,15.3,19.3,2.3,7.2,18.4,21.4,0.8,0.7,1.4,.225,1.6,4.4,5.9,0.6
Russell Westbrook,PG,29,OKC,24,856,21.4,.499,.287,.350,4.5,25.5,14.6,48.3,2.8,0.3,17.7,33.7,0.6,1.7,2.3,.129,3.3,3.2,6.5,1.9
Derrick White,PG,23,SAS,5,38,10.1,.327,.000,1.200,5.9,17.7,11.8,10.3,4.0,4.5,11.6,10.2,0.0,0.1,0.1,.086,-5.0,5.7,0.8,0.0
Okaro White,PF,25,MIA,6,80,9.1,.577,.688,.188,4.3,11.3,7.8,3.7,0.6,1.0,5.5,10.3,0.1,0.0,0.1,.084,-1.2,-1.1,-2.3,0.0
Isaiah Whitehead,PG,22,BRK,8,92,9.6,.496,.174,.217,2.2,12.6,7.3,25.9,2.5,1.7,25.2,30.5,-0.3,0.1,-0.2,-0.091,-5.8,-0.2,-6.0,-0.1
Hassan Whiteside,C,28,MIA,15,402,25.6,.612,.013,.325,11.9,41.7,26.8,2.8,1.7,4.9,11.2,23.1,0.9,0.8,1.7,.205,-2.7,0.6,-2.1,0.0
Andrew Wiggins,SF,22,MIN,26,960,14.0,.520,.274,.326,3.2,9.4,6.3,8.0,1.7,1.4,9.6,23.5,0.6,0.4,1.0,.048,-0.3,-1.6,-1.9,0.0
Jacob Wiley,PF,23,BRK,4,32,8.3,.410,.500,.500,6.4,29.6,17.8,8.0,1.5,0.0,0.0,6.3,0.0,0.0,0.1,.099,-3.3,1.3,-2.0,0.0
Damien Wilkins,SF,38,IND,14,89,5.5,.428,.421,.105,5.1,7.4,6.3,8.7,1.1,0.0,16.8,11.7,-0.1,0.0,0.0,-0.012,-3.4,-1.6,-5.0,-0.1
C.J. Williams,SG,27,LAC,11,107,8.7,.502,.276,.069,1.0,9.6,5.2,13.9,0.9,0.0,11.8,13.8,0.0,0.0,0.0,.019,-2.9,-3.0,-5.8,-0.1
Lou Williams,SG,31,LAC,23,690,20.4,.591,.425,.317,1.9,8.1,4.9,26.2,1.6,0.5,14.5,27.4,1.7,0.2,1.8,.128,4.1,-3.4,0.8,0.5
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Marvin Williams,PF,31,CHO,24,632,14.1,.620,.515,.194,3.8,14.4,9.1,6.1,1.5,1.2,6.8,13.1,1.2,0.7,1.9,.144,1.2,1.0,2.2,0.7
Troy Williams,SF,23,HOU,4,17,-2.4,.242,.556,.333,6.7,19.6,13.2,8.4,2.8,0.0,8.8,28.8,-0.1,0.0,-0.1,-0.237,-11.3,-2.2,-13.5,0.0
D.J. Wilson,PF,21,MIL,9,35,3.5,.444,.333,.000,0.0,17.2,8.5,4.2,0.0,0.0,10.0,13.2,0.0,0.0,0.0,-0.045,-6.3,-4.2,-10.5,-0.1
Jamil Wilson,SF,27,LAC,5,66,14.2,.667,.857,.000,4.9,5.2,5.1,11.8,0.0,0.0,8.7,15.2,0.2,0.0,0.2,.126,4.2,-5.1,-0.9,0.0
Justise Winslow,SF,21,MIA,24,555,10.4,.468,.223,.153,5.1,22.1,13.6,12.4,1.5,1.2,13.4,15.7,-0.1,0.6,0.5,.044,-3.6,1.7,-1.9,0.0
Jeff Withey,C,27,DAL,9,36,7.9,.437,.643,.143,2.9,25.1,13.7,0.0,0.0,7.7,11.8,21.2,-0.1,0.1,0.0,-0.050,-8.9,-2.5,-11.3,-0.1
Nate Wolters,PG,26,UTA,4,11,-5.0,.000,.000,.000,10.2,10.8,10.5,11.7,0.0,0.0,0.0,12.4,0.0,0.0,0.0,-0.182,-10.6,-1.0,-11.6,0.0
Brandan Wright,PF,30,MEM,16,229,20.1,.581,.000,.365,10.3,18.1,14.2,3.7,1.8,7.2,3.9,15.4,0.5,0.3,0.9,.181,-1.2,2.6,1.4,0.2
Delon Wright,PG,25,TOR,14,292,14.9,.670,.431,.492,2.5,10.9,6.8,17.1,2.2,1.4,24.0,15.7,0.5,0.3,0.8,.134,1.2,0.7,1.9,0.3
Guerschon Yabusele,PF,22,BOS,8,38,17.8,.535,.600,.133,20.8,17.0,18.9,16.9,0.0,2.2,15.9,22.2,0.1,0.1,0.1,.171,3.2,-0.3,2.9,0.0
Joe Young,PG,25,IND,14,75,12.4,.483,.306,.278,3.0,10.2,6.7,16.4,0.6,0.0,9.0,25.9,0.0,0.0,0.0,.018,-2.1,-4.5,-6.6,-0.1
Nick Young,SG,32,GSW,26,340,13.4,.608,.746,.185,1.4,8.3,5.2,5.1,1.7,0.5,9.1,19.6,0.4,0.3,0.7,.100,1.7,-3.4,-1.7,0.0
Thaddeus Young,PF,29,IND,26,866,15.2,.538,.262,.058,7.1,13.4,10.3,8.9,2.5,1.1,9.8,18.0,0.9,0.9,1.8,.099,0.9,0.9,1.8,0.8
Cody Zeller,C,25,CHO,19,378,16.1,.568,.011,.611,12.8,16.7,14.7,6.5,1.2,4.7,14.8,16.2,0.6,0.5,1.2,.146,-1.3,2.8,1.5,0.3
Tyler Zeller,C,28,BRK,16,294,17.1,.647,.092,.414,8.7,16.1,12.3,5.9,1.1,2.6,14.9,17.1,0.6,0.3,0.8,.134,-0.4,0.3,-0.1,0.1
Paul Zipser,SF,23,CHI,21,342,3.4,.374,.421,.056,1.5,21.3,10.9,9.7,1.2,0.8,14.8,16.6,-0.9,0.3,-0.6,-0.087,-7.5,-0.4,-7.9,-0.5
Ante Zizic,C,21,CLE,9,32,13.2,.496,.000,.875,14.6,20.3,17.6,0.0,0.0,8.2,15.3,18.2,0.0,0.0,0.1,.076,-7.4,-2.9,-10.3,-0.1
Ivica Zubac,C,20,LAL,6,14,0.7,.400,.000,.000,15.0,15.0,15.0,0.0,0.0,0.0,28.6,20.8,-0.1,0.0,0.0,-0.148,-12.0,-6.3,-18.3,-0.1
