Date,Start,Game,Visitor,Visitor Rest,Home,Home Rest
2/24/2018,10:00 PM,8,Los Angeles Lakers,Back to Back,Sacramento Kings,1 Day
2/25/2018,1:00 PM,1,Detroit Pistons,1 Day,Charlotte Hornets,"3 in 4 Days, no B2B"
2/25/2018,3:00 PM,2,New Orleans Pelicans,1 Day,Milwaukee Bucks,1 Day
2/25/2018,3:30 PM,3,San Antonio Spurs,1 Day,Cleveland Cavaliers,"3 in 4 Days, no B2B"
2/25/2018,8:00 PM,4,Houston Rockets,1 Day,Denver Nuggets,1 Day
2/25/2018,8:00 PM,5,Philadelphia 76ers,3 in 4 Days w/ B2B,Washington Wizards,"3 in 4 Days, no B2B"
2/26/2018,7:30 PM,1,Golden State Warriors,1 Day,New York Knicks,1 Day
2/26/2018,7:30 PM,2,Detroit Pistons,3 in 4 Days w/ B2B,Toronto Raptors,2 Days
2/26/2018,7:30 PM,3,Chicago Bulls,1 Day,Brooklyn Nets,3-4 Days
2/26/2018,7:30 PM,4,Memphis Grizzlies,"3 in 4 Days, no B2B",Boston Celtics,"3 in 4 Days, no B2B"
2/26/2018,7:30 PM,5,Los Angeles Lakers,"3 in 4 Days, no B2B",Atlanta Hawks,2 Days
2/26/2018,8:00 PM,6,Phoenix Suns,"3 in 4 Days, no B2B",New Orleans Pelicans,3 in 4 Days w/ B2B
2/26/2018,8:00 PM,7,Orlando Magic,1 Day,Oklahoma City Thunder,1 Day
2/26/2018,8:30 PM,8,Indiana Pacers,2 Days,Dallas Mavericks,"3 in 4 Days, no B2B"
2/26/2018,9:00 PM,9,Houston Rockets,3 in 4 Days w/ B2B,Utah Jazz,"3 in 4 Days, no B2B"
2/26/2018,10:00 PM,10,Minnesota Timberwolves,"3 in 4 Days, no B2B",Sacramento Kings,1 Day
2/27/2018,7:00 PM,1,Chicago Bulls,3 in 4 Days w/ B2B,Charlotte Hornets,1 Day
2/27/2018,7:00 PM,2,Brooklyn Nets,Back to Back,Cleveland Cavaliers,1 Day
2/27/2018,7:30 PM,3,Philadelphia 76ers,"3 in 4 Days, no B2B",Miami Heat,2 Days
2/27/2018,8:00 PM,4,Washington Wizards,1 Day,Milwaukee Bucks,1 Day
2/27/2018,10:00 PM,5,Sacramento Kings,3 in 4 Days w/ B2B,Portland Trail Blazers,2 Days
2/27/2018,10:30 PM,6,Los Angeles Clippers,3-4 Days,Denver Nuggets,1 Day
2/28/2018,7:00 PM,7,Toronto Raptors,1 Day,Orlando Magic,1 Day
2/28/2018,7:00 PM,1,Milwaukee Bucks,3 in 4 Days w/ B2B,Detroit Pistons,"3 in 4 Days, no B2B"
2/28/2018,7:30 PM,2,Charlotte Hornets,3 in 4 Days w/ B2B,Boston Celtics,1 Day
2/28/2018,7:30 PM,3,Indiana Pacers,1 Day,Atlanta Hawks,1 Day
2/28/2018,8:00 PM,4,Phoenix Suns,1 Day,Memphis Grizzlies,1 Day
2/28/2018,8:00 PM,5,Golden State Warriors,1 Day,Washington Wizards,3 in 4 Days w/ B2B
2/28/2018,8:30 PM,6,Oklahoma City Thunder,1 Day,Dallas Mavericks,1 Day
2/28/2018,8:30 PM,7,New Orleans Pelicans,"3 in 4 Days, no B2B",San Antonio Spurs,2 Days
2/28/2018,10:30 PM,8,Houston Rockets,"3 in 4 Days, no B2B",Los Angeles Clippers,Back to Back
3/1/2018,7:30 PM,1,Los Angeles Lakers,2 Days,Miami Heat,1 Day
3/1/2018,8:00 PM,2,Philadelphia 76ers,1 Day,Cleveland Cavaliers,1 Day
3/1/2018,10:00 PM,3,Brooklyn Nets,"3 in 4 Days, no B2B",Sacramento Kings,"3 in 4 Days, no B2B"
3/1/2018,10:30 PM,4,Minnesota Timberwolves,2 Days,Portland Trail Blazers,1 Day
3/2/2018,7:00 PM,1,Charlotte Hornets,"3 in 4 Days, no B2B",Philadelphia 76ers,3 in 4 Days w/ B2B
3/2/2018,7:00 PM,2,Detroit Pistons,1 Day,Orlando Magic,1 Day
3/2/2018,7:30 PM,3,Golden State Warriors,1 Day,Atlanta Hawks,1 Day
3/2/2018,8:00 PM,4,Denver Nuggets,2 Days,Memphis Grizzlies,1 Day
3/2/2018,8:00 PM,5,Dallas Mavericks,1 Day,Chicago Bulls,2 Days
3/2/2018,8:00 PM,6,Indiana Pacers,1 Day,Milwaukee Bucks,"3 in 4 Days, no B2B"
3/2/2018,8:00 PM,7,Toronto Raptors,1 Day,Washington Wizards,"3 in 4 Days, no B2B"
3/2/2018,9:00 PM,8,Oklahoma City Thunder,1 Day,Phoenix Suns,1 Day
3/2/2018,10:30 PM,9,New York Knicks,3-4 Days,Los Angeles Clippers,"3 in 4 Days, no B2B"
3/2/2018,10:30 PM,10,Minnesota Timberwolves,Back to Back,Utah Jazz,3-4 Days
3/3/2018,7:00 PM,1,Memphis Grizzlies,3 in 4 Days w/ B2B,Orlando Magic,3 in 4 Days w/ B2B
3/3/2018,7:30 PM,2,Denver Nuggets,Back to Back,Cleveland Cavaliers,1 Day
3/3/2018,7:30 PM,3,Detroit Pistons,3 in 4 Days w/ B2B,Miami Heat,1 Day
3/3/2018,8:30 PM,4,Boston Celtics,2 Days,Houston Rockets,2 Days
3/3/2018,9:00 PM,5,Los Angeles Lakers,1 Day,San Antonio Spurs,2 Days
3/3/2018,10:00 PM,6,Utah Jazz,Back to Back,Sacramento Kings,1 Day
3/3/2018,10:00 PM,7,Oklahoma City Thunder,3 in 4 Days w/ B2B,Portland Trail Blazers,1 Day
3/4/2018,3:30 PM,1,Phoenix Suns,1 Day,Atlanta Hawks,1 Day
3/4/2018,6:00 PM,2,Charlotte Hornets,1 Day,Toronto Raptors,1 Day
3/4/2018,6:00 PM,3,Indiana Pacers,1 Day,Washington Wizards,1 Day
3/4/2018,7:00 PM,4,New Orleans Pelicans,3-4 Days,Dallas Mavericks,1 Day
3/4/2018,8:00 PM,5,Philadelphia 76ers,"3 in 4 Days, no B2B",Milwaukee Bucks,1 Day
3/4/2018,9:00 PM,6,Brooklyn Nets,2 Days,Los Angeles Clippers,1 Day
3/4/2018,9:00 PM,7,New York Knicks,1 Day,Sacramento Kings,3 in 4 Days w/ B2B
3/5/2018,7:00 PM,1,Detroit Pistons,"3 in 4 Days, no B2B",Cleveland Cavaliers,1 Day
3/5/2018,7:00 PM,2,Milwaukee Bucks,3 in 4 Days w/ B2B,Indiana Pacers,3 in 4 Days w/ B2B
3/5/2018,7:30 PM,3,Phoenix Suns,3 in 4 Days w/ B2B,Miami Heat,1 Day
3/5/2018,8:00 PM,4,Boston Celtics,1 Day,Chicago Bulls,2 Days
3/5/2018,8:30 PM,5,Memphis Grizzlies,"3 in 4 Days, no B2B",San Antonio Spurs,1 Day
3/5/2018,9:00 PM,6,Orlando Magic,"3 in 4 Days, no B2B",Utah Jazz,"3 in 4 Days, no B2B"
3/5/2018,10:30 PM,7,Portland Trail Blazers,1 Day,Los Angeles Lakers,1 Day
3/6/2018,7:00 PM,1,Philadelphia 76ers,1 Day,Charlotte Hornets,1 Day
3/6/2018,7:00 PM,2,Atlanta Hawks,1 Day,Toronto Raptors,1 Day
3/6/2018,7:00 PM,3,Miami Heat,3 in 4 Days w/ B2B,Washington Wizards,1 Day
3/6/2018,8:00 PM,4,Houston Rockets,2 Days,Oklahoma City Thunder,2 Days
3/6/2018,8:30 PM,5,Denver Nuggets,2 Days,Dallas Mavericks,1 Day
3/6/2018,10:00 PM,6,New York Knicks,1 Day,Portland Trail Blazers,3 in 4 Days w/ B2B
3/6/2018,10:30 PM,7,New Orleans Pelicans,1 Day,Los Angeles Clippers,1 Day
3/6/2018,10:30 PM,8,Brooklyn Nets,1 Day,Golden State Warriors,3-4 Days
3/7/2018,7:00 PM,1,Utah Jazz,1 Day,Indiana Pacers,"3 in 4 Days, no B2B"
3/7/2018,8:00 PM,2,Memphis Grizzlies,1 Day,Chicago Bulls,1 Day
3/7/2018,8:00 PM,3,Toronto Raptors,3 in 4 Days w/ B2B,Detroit Pistons,1 Day
3/7/2018,8:00 PM,4,Houston Rockets,Back to Back,Milwaukee Bucks,"3 in 4 Days, no B2B"
3/7/2018,10:00 PM,5,New Orleans Pelicans,3 in 4 Days w/ B2B,Sacramento Kings,2 Days
3/7/2018,10:30 PM,6,Cleveland Cavaliers,1 Day,Denver Nuggets,Back to Back
3/7/2018,10:30 PM,7,Orlando Magic,1 Day,Los Angeles Lakers,1 Day
3/8/2018,7:00 PM,1,Brooklyn Nets,1 Day,Charlotte Hornets,1 Day
3/8/2018,7:30 PM,2,Philadelphia 76ers,1 Day,Miami Heat,"3 in 4 Days, no B2B"
3/8/2018,8:00 PM,3,Boston Celtics,2 Days,Minnesota Timberwolves,5+ Days
3/8/2018,8:00 PM,4,Phoenix Suns,2 Days,Oklahoma City Thunder,1 Day
3/8/2018,10:30 PM,5,San Antonio Spurs,2 Days,Golden State Warriors,1 Day
3/9/2018,7:00 PM,1,Chicago Bulls,1 Day,Detroit Pistons,1 Day
3/9/2018,7:00 PM,2,Atlanta Hawks,2 Days,Indiana Pacers,1 Day
3/9/2018,7:30 PM,3,Houston Rockets,"3 in 4 Days, no B2B",Toronto Raptors,"3 in 4 Days, no B2B"
3/9/2018,8:00 PM,4,Utah Jazz,1 Day,Memphis Grizzlies,1 Day
3/9/2018,8:00 PM,5,New York Knicks,2 Days,Milwaukee Bucks,1 Day
3/9/2018,8:00 PM,6,Washington Wizards,2 Days,New Orleans Pelicans,"3 in 4 Days, no B2B"
3/9/2018,9:00 PM,7,Los Angeles Lakers,1 Day,Denver Nuggets,"3 in 4 Days, no B2B"
3/9/2018,10:00 PM,8,Golden State Warriors,3 in 4 Days w/ B2B,Portland Trail Blazers,2 Days
3/9/2018,10:00 PM,9,Orlando Magic,1 Day,Sacramento Kings,1 Day
3/9/2018,10:30 PM,10,Cleveland Cavaliers,1 Day,Los Angeles Clippers,2 Days
3/10/2018,5:00 PM,1,Phoenix Suns,1 Day,Charlotte Hornets,1 Day
3/10/2018,7:30 PM,2,Washington Wizards,Back to Back,Miami Heat,1 Day
3/10/2018,8:30 PM,3,Memphis Grizzlies,3 in 4 Days w/ B2B,Dallas Mavericks,3-4 Days
3/10/2018,8:30 PM,4,San Antonio Spurs,1 Day,Oklahoma City Thunder,1 Day
3/10/2018,10:30 PM,5,Orlando Magic,3 in 4 Days w/ B2B,Los Angeles Clippers,Back to Back
3/11/2018,1:00 PM,1,Toronto Raptors,1 Day,New York Knicks,1 Day
3/11/2018,3:30 PM,2,Golden State Warriors,"3 in 4 Days, no B2B",Minnesota Timberwolves,2 Days
3/11/2018,3:30 PM,3,Chicago Bulls,1 Day,Atlanta Hawks,1 Day
3/11/2018,4:00 PM,4,Utah Jazz,1 Day,New Orleans Pelicans,1 Day
3/11/2018,5:00 PM,5,Sacramento Kings,1 Day,Denver Nuggets,1 Day
3/11/2018,7:00 PM,6,Houston Rockets,1 Day,Dallas Mavericks,Back to Back
3/11/2018,7:30 PM,7,Philadelphia 76ers,2 Days,Brooklyn Nets,2 Days
3/11/2018,7:30 PM,8,Indiana Pacers,1 Day,Boston Celtics,2 Days
3/11/2018,9:00 PM,9,Cleveland Cavaliers,1 Day,Los Angeles Lakers,1 Day
3/12/2018,8:00 PM,1,Milwaukee Bucks,2 Days,Memphis Grizzlies,"3 in 4 Days, no B2B"
3/12/2018,8:00 PM,2,San Antonio Spurs,1 Day,Houston Rockets,3 in 4 Days w/ B2B
3/12/2018,8:00 PM,3,Sacramento Kings,3 in 4 Days w/ B2B,Oklahoma City Thunder,1 Day
3/12/2018,10:30 PM,4,Miami Heat,1 Day,Portland Trail Blazers,2 Days
3/13/2018,7:00 PM,1,Indiana Pacers,1 Day,Philadelphia 76ers,1 Day
3/13/2018,7:00 PM,2,Minnesota Timberwolves,1 Day,Washington Wizards,2 Days
3/13/2018,7:30 PM,3,Toronto Raptors,1 Day,Brooklyn Nets,1 Day
3/13/2018,7:30 PM,4,Dallas Mavericks,"3 in 4 Days, no B2B",New York Knicks,1 Day
3/13/2018,7:30 PM,5,Oklahoma City Thunder,3 in 4 Days w/ B2B,Atlanta Hawks,1 Day
3/13/2018,8:00 PM,6,Los Angeles Clippers,2 Days,Chicago Bulls,1 Day
3/13/2018,8:00 PM,7,Charlotte Hornets,2 Days,New Orleans Pelicans,1 Day
3/13/2018,8:30 PM,8,Orlando Magic,2 Days,San Antonio Spurs,3 in 4 Days w/ B2B
3/13/2018,9:00 PM,9,Detroit Pistons,3-4 Days,Utah Jazz,1 Day
3/13/2018,10:00 PM,10,Cleveland Cavaliers,1 Day,Phoenix Suns,2 Days
3/13/2018,10:30 PM,11,Denver Nuggets,1 Day,Los Angeles Lakers,1 Day
3/14/2018,7:00 PM,1,Milwaukee Bucks,1 Day,Orlando Magic,Back to Back
3/14/2018,8:00 PM,2,Washington Wizards,Back to Back,Boston Celtics,2 Days
3/14/2018,10:00 PM,3,Miami Heat,1 Day,Sacramento Kings,"3 in 4 Days, no B2B"
3/14/2018,10:30 PM,4,Los Angeles Lakers,3 in 4 Days w/ B2B,Golden State Warriors,2 Days
3/15/2018,7:00 PM,1,Toronto Raptors,1 Day,Indiana Pacers,1 Day
3/15/2018,7:30 PM,2,Philadelphia 76ers,1 Day,New York Knicks,1 Day
3/15/2018,7:30 PM,3,Charlotte Hornets,1 Day,Atlanta Hawks,1 Day
3/15/2018,8:00 PM,4,Los Angeles Clippers,1 Day,Houston Rockets,2 Days
3/15/2018,8:00 PM,5,Chicago Bulls,1 Day,Memphis Grizzlies,2 Days
3/15/2018,8:30 PM,6,New Orleans Pelicans,1 Day,San Antonio Spurs,"3 in 4 Days, no B2B"
3/15/2018,9:00 PM,7,Phoenix Suns,1 Day,Utah Jazz,1 Day
3/15/2018,9:00 PM,8,Detroit Pistons,1 Day,Denver Nuggets,1 Day
3/15/2018,10:00 PM,9,Cleveland Cavaliers,1 Day,Portland Trail Blazers,2 Days
3/16/2018,7:00 PM,1,Brooklyn Nets,2 Days,Philadelphia 76ers,3 in 4 Days w/ B2B
3/16/2018,7:00 PM,2,Boston Celtics,1 Day,Orlando Magic,"3 in 4 Days, no B2B"
3/16/2018,7:30 PM,3,Dallas Mavericks,2 Days,Toronto Raptors,3 in 4 Days w/ B2B
3/16/2018,8:00 PM,4,Los Angeles Clippers,3 in 4 Days w/ B2B,Oklahoma City Thunder,2 Days
3/16/2018,10:30 PM,5,Sacramento Kings,1 Day,Golden State Warriors,1 Day
3/16/2018,10:30 PM,6,Miami Heat,1 Day,Los Angeles Lakers,"3 in 4 Days, no B2B"
3/17/2018,7:00 PM,1,Houston Rockets,1 Day,New Orleans Pelicans,1 Day
3/17/2018,7:00 PM,2,Indiana Pacers,1 Day,Washington Wizards,2 Days
3/17/2018,7:30 PM,3,Charlotte Hornets,1 Day,New York Knicks,1 Day
3/17/2018,7:30 PM,4,Dallas Mavericks,Back to Back,Brooklyn Nets,Back to Back
3/17/2018,8:00 PM,5,Denver Nuggets,1 Day,Memphis Grizzlies,1 Day
3/17/2018,8:00 PM,6,Cleveland Cavaliers,1 Day,Chicago Bulls,1 Day
3/17/2018,8:30 PM,7,Minnesota Timberwolves,3-4 Days,San Antonio Spurs,1 Day
3/17/2018,8:30 PM,8,Atlanta Hawks,1 Day,Milwaukee Bucks,2 Days
3/17/2018,9:00 PM,9,Sacramento Kings,3 in 4 Days w/ B2B,Utah Jazz,1 Day
3/17/2018,10:00 PM,10,Detroit Pistons,1 Day,Portland Trail Blazers,1 Day
3/17/2018,10:00 PM,11,Golden State Warriors,3 in 4 Days w/ B2B,Phoenix Suns,1 Day
3/18/2018,1:00 PM,1,Oklahoma City Thunder,1 Day,Toronto Raptors,"3 in 4 Days, no B2B"
3/18/2018,6:00 PM,2,Boston Celtics,1 Day,New Orleans Pelicans,3 in 4 Days w/ B2B
3/18/2018,7:00 PM,3,Houston Rockets,3 in 4 Days w/ B2B,Minnesota Timberwolves,Back to Back
3/18/2018,10:30 PM,4,Portland Trail Blazers,3 in 4 Days w/ B2B,Los Angeles Clippers,"3 in 4 Days, no B2B"
3/19/2018,7:00 PM,1,Charlotte Hornets,1 Day,Philadelphia 76ers,2 Days
3/19/2018,7:00 PM,2,Milwaukee Bucks,1 Day,Cleveland Cavaliers,1 Day
3/19/2018,7:00 PM,3,Los Angeles Lakers,2 Days,Indiana Pacers,1 Day
3/19/2018,7:30 PM,4,Memphis Grizzlies,1 Day,Brooklyn Nets,"3 in 4 Days, no B2B"
3/19/2018,7:30 PM,5,Chicago Bulls,1 Day,New York Knicks,1 Day
3/19/2018,7:30 PM,6,Denver Nuggets,1 Day,Miami Heat,2 Days
3/19/2018,9:30 PM,7,Golden State Warriors,"3 in 4 Days, no B2B",San Antonio Spurs,1 Day
3/19/2018,10:00 PM,8,Detroit Pistons,1 Day,Sacramento Kings,"3 in 4 Days, no B2B"
3/20/2018,7:00 PM,1,Toronto Raptors,1 Day,Orlando Magic,3-4 Days
3/20/2018,8:00 PM,2,Los Angeles Clippers,1 Day,Minnesota Timberwolves,"3 in 4 Days, no B2B"
3/20/2018,8:00 PM,3,Dallas Mavericks,2 Days,New Orleans Pelicans,"3 in 4 Days, no B2B"
3/20/2018,8:00 PM,4,Oklahoma City Thunder,1 Day,Boston Celtics,1 Day
3/20/2018,9:00 PM,5,Atlanta Hawks,2 Days,Utah Jazz,2 Days
3/20/2018,10:00 PM,6,Detroit Pistons,3 in 4 Days w/ B2B,Phoenix Suns,2 Days
3/20/2018,10:30 PM,7,Houston Rockets,"3 in 4 Days, no B2B",Portland Trail Blazers,"3 in 4 Days, no B2B"
3/21/2018,7:00 PM,1,Memphis Grizzlies,1 Day,Philadelphia 76ers,1 Day
3/21/2018,7:00 PM,2,Toronto Raptors,3 in 4 Days w/ B2B,Cleveland Cavaliers,1 Day
3/21/2018,7:30 PM,3,Charlotte Hornets,1 Day,Brooklyn Nets,1 Day
3/21/2018,7:30 PM,4,New York Knicks,1 Day,Miami Heat,1 Day
3/21/2018,8:00 PM,5,Denver Nuggets,1 Day,Chicago Bulls,1 Day
3/21/2018,8:00 PM,6,Los Angeles Clippers,3 in 4 Days w/ B2B,Milwaukee Bucks,1 Day
3/21/2018,9:30 PM,7,Washington Wizards,3-4 Days,San Antonio Spurs,1 Day
3/22/2018,7:00 PM,1,Philadelphia 76ers,3 in 4 Days w/ B2B,Orlando Magic,1 Day
3/22/2018,7:00 PM,2,Memphis Grizzlies,3 in 4 Days w/ B2B,Charlotte Hornets,3 in 4 Days w/ B2B
3/22/2018,8:00 PM,3,Detroit Pistons,"3 in 4 Days, no B2B",Houston Rockets,1 Day
3/22/2018,8:00 PM,4,Los Angeles Lakers,2 Days,New Orleans Pelicans,1 Day
3/22/2018,8:30 PM,5,Utah Jazz,1 Day,Dallas Mavericks,1 Day
3/22/2018,10:00 PM,6,Atlanta Hawks,1 Day,Sacramento Kings,2 Days
3/23/2018,7:00 PM,1,Denver Nuggets,1 Day,Washington Wizards,1 Day
3/23/2018,7:00 PM,2,Los Angeles Clippers,"3 in 4 Days, no B2B",Indiana Pacers,3-4 Days
3/23/2018,7:30 PM,3,Minnesota Timberwolves,2 Days,New York Knicks,1 Day
3/23/2018,7:30 PM,4,Brooklyn Nets,1 Day,Toronto Raptors,"3 in 4 Days, no B2B"
3/23/2018,7:30 PM,5,Phoenix Suns,2 Days,Cleveland Cavaliers,1 Day
3/23/2018,8:00 PM,6,Milwaukee Bucks,1 Day,Chicago Bulls,1 Day
3/23/2018,8:00 PM,7,Miami Heat,1 Day,Oklahoma City Thunder,2 Days
3/23/2018,8:30 PM,8,Utah Jazz,3 in 4 Days w/ B2B,San Antonio Spurs,1 Day
3/23/2018,10:00 PM,9,Boston Celtics,2 Days,Portland Trail Blazers,2 Days
3/23/2018,10:30 PM,10,Atlanta Hawks,3 in 4 Days w/ B2B,Golden State Warriors,3-4 Days
3/24/2018,6:00 PM,1,Minnesota Timberwolves,Back to Back,Philadelphia 76ers,"3 in 4 Days, no B2B"
3/24/2018,7:00 PM,2,Chicago Bulls,3 in 4 Days w/ B2B,Detroit Pistons,1 Day
3/24/2018,7:00 PM,3,Phoenix Suns,Back to Back,Orlando Magic,1 Day
3/24/2018,8:00 PM,4,Los Angeles Lakers,1 Day,Memphis Grizzlies,"3 in 4 Days, no B2B"
3/24/2018,8:00 PM,5,New Orleans Pelicans,1 Day,Houston Rockets,1 Day
3/24/2018,8:30 PM,6,Charlotte Hornets,"3 in 4 Days, no B2B",Dallas Mavericks,1 Day
3/25/2018,1:00 PM,1,Cleveland Cavaliers,1 Day,Brooklyn Nets,1 Day
3/25/2018,3:30 PM,2,San Antonio Spurs,1 Day,Milwaukee Bucks,1 Day
3/25/2018,5:00 PM,3,Miami Heat,1 Day,Indiana Pacers,1 Day
3/25/2018,6:00 PM,4,Los Angeles Clippers,1 Day,Toronto Raptors,1 Day
3/25/2018,6:00 PM,5,Boston Celtics,1 Day,Sacramento Kings,2 Days
3/25/2018,6:00 PM,6,New York Knicks,1 Day,Washington Wizards,1 Day
3/25/2018,7:00 PM,7,Portland Trail Blazers,1 Day,Oklahoma City Thunder,1 Day
3/25/2018,8:00 PM,8,Atlanta Hawks,"3 in 4 Days, no B2B",Houston Rockets,3 in 4 Days w/ B2B
3/25/2018,8:30 PM,9,Utah Jazz,"3 in 4 Days, no B2B",Golden State Warriors,1 Day
3/26/2018,7:00 PM,1,Denver Nuggets,2 Days,Philadelphia 76ers,1 Day
3/26/2018,7:00 PM,2,New York Knicks,3 in 4 Days w/ B2B,Charlotte Hornets,1 Day
3/26/2018,7:00 PM,3,Los Angeles Lakers,1 Day,Detroit Pistons,1 Day
3/26/2018,8:00 PM,4,Memphis Grizzlies,1 Day,Minnesota Timberwolves,"3 in 4 Days, no B2B"
3/26/2018,10:00 PM,5,Boston Celtics,3 in 4 Days w/ B2B,Phoenix Suns,"3 in 4 Days, no B2B"
3/27/2018,7:00 PM,1,San Antonio Spurs,1 Day,Washington Wizards,1 Day
3/27/2018,7:30 PM,2,Denver Nuggets,Back to Back,Toronto Raptors,1 Day
3/27/2018,8:00 PM,3,Portland Trail Blazers,1 Day,New Orleans Pelicans,2 Days
3/27/2018,8:00 PM,4,Chicago Bulls,2 Days,Houston Rockets,"3 in 4 Days, no B2B"
3/27/2018,8:00 PM,5,Cleveland Cavaliers,1 Day,Miami Heat,1 Day
3/27/2018,10:00 PM,6,Dallas Mavericks,2 Days,Sacramento Kings,1 Day
3/27/2018,10:30 PM,7,Milwaukee Bucks,1 Day,Los Angeles Clippers,1 Day
3/27/2018,10:30 PM,8,Indiana Pacers,1 Day,Golden State Warriors,1 Day
3/28/2018,7:00 PM,1,New York Knicks,"3 in 4 Days, no B2B",Philadelphia 76ers,1 Day
3/28/2018,7:00 PM,2,Brooklyn Nets,2 Days,Orlando Magic,3-4 Days
3/28/2018,7:00 PM,3,Cleveland Cavaliers,3 in 4 Days w/ B2B,Charlotte Hornets,1 Day
3/28/2018,8:00 PM,4,Portland Trail Blazers,3 in 4 Days w/ B2B,Memphis Grizzlies,1 Day
3/28/2018,8:00 PM,5,Atlanta Hawks,2 Days,Minnesota Timberwolves,1 Day
3/28/2018,9:30 PM,6,Boston Celtics,"3 in 4 Days, no B2B",Utah Jazz,2 Days
3/28/2018,10:00 PM,7,Los Angeles Clippers,3 in 4 Days w/ B2B,Phoenix Suns,1 Day
3/28/2018,10:30 PM,8,Dallas Mavericks,Back to Back,Los Angeles Lakers,1 Day
3/29/2018,7:00 PM,1,Washington Wizards,1 Day,Detroit Pistons,2 Days
3/29/2018,7:30 PM,2,Chicago Bulls,1 Day,Miami Heat,1 Day
3/29/2018,8:00 PM,3,Oklahoma City Thunder,3-4 Days,San Antonio Spurs,1 Day
3/29/2018,10:00 PM,4,Indiana Pacers,1 Day,Sacramento Kings,1 Day
3/29/2018,10:30 PM,5,Milwaukee Bucks,1 Day,Golden State Warriors,1 Day
3/30/2018,7:00 PM,1,Chicago Bulls,3 in 4 Days w/ B2B,Orlando Magic,1 Day
3/30/2018,7:30 PM,2,Philadelphia 76ers,1 Day,Atlanta Hawks,1 Day
3/30/2018,8:00 PM,3,New Orleans Pelicans,2 Days,Cleveland Cavaliers,"3 in 4 Days, no B2B"
3/30/2018,8:00 PM,4,Denver Nuggets,2 Days,Oklahoma City Thunder,Back to Back
3/30/2018,8:00 PM,5,Phoenix Suns,1 Day,Houston Rockets,2 Days
3/30/2018,8:30 PM,6,Minnesota Timberwolves,1 Day,Dallas Mavericks,"3 in 4 Days, no B2B"
3/30/2018,9:00 PM,7,Memphis Grizzlies,1 Day,Utah Jazz,1 Day
3/30/2018,10:30 PM,8,Los Angeles Clippers,"3 in 4 Days, no B2B",Portland Trail Blazers,"3 in 4 Days, no B2B"
3/30/2018,10:30 PM,9,Milwaukee Bucks,3 in 4 Days w/ B2B,Los Angeles Lakers,1 Day
3/31/2018,3:00 PM,1,Charlotte Hornets,2 Days,Washington Wizards,1 Day
3/31/2018,5:00 PM,2,Detroit Pistons,1 Day,New York Knicks,2 Days
3/31/2018,7:30 PM,3,Toronto Raptors,3-4 Days,Boston Celtics,2 Days
3/31/2018,8:00 PM,4,Brooklyn Nets,2 Days,Miami Heat,1 Day
3/31/2018,10:00 PM,5,Golden State Warriors,1 Day,Sacramento Kings,1 Day
4/1/2018,1:00 PM,1,Philadelphia 76ers,1 Day,Charlotte Hornets,Back to Back
4/1/2018,3:30 PM,2,Houston Rockets,1 Day,San Antonio Spurs,2 Days
4/1/2018,3:30 PM,3,Washington Wizards,3 in 4 Days w/ B2B,Chicago Bulls,"3 in 4 Days, no B2B"
4/1/2018,3:30 PM,4,Indiana Pacers,2 Days,Los Angeles Clippers,1 Day
4/1/2018,6:00 PM,5,Detroit Pistons,3 in 4 Days w/ B2B,Brooklyn Nets,Back to Back
4/1/2018,6:00 PM,6,Dallas Mavericks,1 Day,Cleveland Cavaliers,1 Day
4/1/2018,6:00 PM,7,Oklahoma City Thunder,"3 in 4 Days, no B2B",New Orleans Pelicans,1 Day
4/1/2018,6:00 PM,8,Orlando Magic,1 Day,Atlanta Hawks,1 Day
4/1/2018,7:00 PM,9,Utah Jazz,1 Day,Minnesota Timberwolves,1 Day
4/1/2018,8:00 PM,10,Milwaukee Bucks,"3 in 4 Days, no B2B",Denver Nuggets,1 Day
4/1/2018,8:30 PM,11,Phoenix Suns,1 Day,Golden State Warriors,3 in 4 Days w/ B2B
4/1/2018,9:00 PM,12,Memphis Grizzlies,1 Day,Portland Trail Blazers,1 Day
4/1/2018,9:30 PM,13,Sacramento Kings,3 in 4 Days w/ B2B,Los Angeles Lakers,1 Day
4/3/2018,7:00 PM,1,Brooklyn Nets,"3 in 4 Days, no B2B",Philadelphia 76ers,1 Day
4/3/2018,7:00 PM,2,Toronto Raptors,2 Days,Cleveland Cavaliers,1 Day
4/3/2018,7:30 PM,3,Atlanta Hawks,1 Day,Miami Heat,2 Days
4/3/2018,7:30 PM,4,Orlando Magic,1 Day,New York Knicks,2 Days
4/3/2018,8:00 PM,5,Boston Celtics,2 Days,Milwaukee Bucks,1 Day
4/3/2018,8:00 PM,6,Charlotte Hornets,"3 in 4 Days, no B2B",Chicago Bulls,1 Day
4/3/2018,8:00 PM,7,Golden State Warriors,"3 in 4 Days, no B2B",Oklahoma City Thunder,1 Day
4/3/2018,8:00 PM,8,Washington Wizards,"3 in 4 Days, no B2B",Houston Rockets,1 Day
4/3/2018,8:30 PM,9,Portland Trail Blazers,1 Day,Dallas Mavericks,1 Day
4/3/2018,9:00 PM,10,Los Angeles Lakers,1 Day,Utah Jazz,1 Day
4/3/2018,9:00 PM,11,Indiana Pacers,1 Day,Denver Nuggets,1 Day
4/3/2018,10:00 PM,12,Sacramento Kings,"3 in 4 Days, no B2B",Phoenix Suns,1 Day
